"ID","Property","Data"
"http://example.org/NIMP/LI-XVTKEY119673","https://identifiers.org/brain-bican/vocab/concentration_nm","122.7329"
"http://example.org/NIMP/LI-ZAZOPX323194","https://identifiers.org/brain-bican/vocab/average_size_bp","456"
"http://example.org/NIMP/LI-QKIJWS486658","https://identifiers.org/brain-bican/vocab/average_size_bp","465"
"http://example.org/NIMP/LI-IKZRHK599256","https://identifiers.org/brain-bican/vocab/average_size_bp","632"
"http://example.org/NIMP/LI-JFHXDK477105","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-SYFCFF849834"
"http://example.org/NIMP/LI-FXWDIH755949","https://identifiers.org/brain-bican/vocab/average_size_bp","762"
"http://example.org/NIMP/LI-UXXWTT146112","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-B1"
"http://example.org/NIMP/LI-HDYAJE236234","https://identifiers.org/brain-bican/vocab/average_size_bp","512"
"http://example.org/NIMP/LI-XDBBZH100956","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-LUMRWS964226","https://identifiers.org/brain-bican/vocab/average_size_bp","458"
"http://example.org/NIMP/LI-NOPKHN614308","http://www.w3.org/2000/01/rdf-schema#label","L8XA_230829_01_B03"
"http://example.org/NIMP/LI-SSXQVP190101","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-OQQROJ634461","https://identifiers.org/brain-bican/vocab/average_size_bp","471"
"http://example.org/NIMP/LI-WYUAAT380324","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-JJDEDJ478972","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-F1"
"http://example.org/NIMP/LI-FJEIDE696810","https://identifiers.org/brain-bican/vocab/quantity_fmol","2851.629"
"http://example.org/NIMP/LI-UDDZUW374524","http://www.w3.org/2000/01/rdf-schema#label","2023-08-25_v3_Bamboo_18d_10X_RNAseq_Optiprep8000_CaH_LC_redo_17k_rxn1_library"
"http://example.org/NIMP/LI-JIGEHE217260","http://www.w3.org/2000/01/rdf-schema#label","L8XA_240301_01_B12"
"http://example.org/NIMP/LI-GECETU303630","https://identifiers.org/brain-bican/vocab/concentration_nm","55.75737"
"http://example.org/NIMP/LI-LMFGMY811709","https://identifiers.org/brain-bican/vocab/average_size_bp","476"
"http://example.org/NIMP/LI-EYEHYA167464","https://identifiers.org/brain-bican/vocab/quantity_ng","987.5199"
"http://example.org/NIMP/LI-TMLOLP919130","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-RWWTQQ559770","https://identifiers.org/brain-bican/vocab/quantity_fmol","3553.295"
"http://example.org/NIMP/LI-LYZZRW951279","http://www.w3.org/2000/01/rdf-schema#label","L8XA_230829_01_D02"
"http://example.org/NIMP/LI-GXZZAG493919","http://www.w3.org/2000/01/rdf-schema#label","ST16-T_Lib"
"http://example.org/NIMP/LI-HNJMGI105150","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-BZZZVX109557","https://identifiers.org/brain-bican/vocab/average_size_bp","448"
"http://example.org/NIMP/LI-HAEAAC616850","https://identifiers.org/brain-bican/vocab/quantity_ng","1166"
"http://example.org/NIMP/LI-WOPZYY116555","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-TTUZRS211578"
"http://example.org/NIMP/LI-TOTPLS524742","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-HBIJBC616486","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-AXZVVU527225","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-YYXHFF372193"
"http://example.org/NIMP/LI-MPNKJJ199998","https://identifiers.org/brain-bican/vocab/quantity_ng","1342.782"
"http://example.org/NIMP/LI-USCJCJ792168","https://identifiers.org/brain-bican/vocab/concentration_nm","100.3782"
"http://example.org/NIMP/LI-ZGCAUP545399","https://identifiers.org/brain-bican/vocab/quantity_fmol","2373.876"
"http://example.org/NIMP/LI-WXWSUA741359","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-SUOLNK351148","https://identifiers.org/brain-bican/vocab/quantity_fmol","6213.22"
"http://example.org/NIMP/LI-FHLIHU182575","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-ZYVSYU273228","https://identifiers.org/brain-bican/vocab/quantity_fmol","3257.866"
"http://example.org/NIMP/LI-KOMLGI474428","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-BCBCXZ164865"
"http://example.org/NIMP/LI-GIVXCE925736","http://www.w3.org/2000/01/rdf-schema#label","LPRNXR_240202_1_E11"
"http://example.org/NIMP/LI-DIIHCB222847","https://identifiers.org/brain-bican/vocab/quantity_fmol","6504.041"
"http://example.org/NIMP/LI-JGECRQ241293","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-B1"
"http://example.org/NIMP/LI-TZYUVC368413","https://identifiers.org/brain-bican/vocab/concentration_nm","228.2299"
"http://example.org/NIMP/LI-CDWWXQ170139","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-D2"
"http://example.org/NIMP/LI-ZDHATQ295376","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-F9"
"http://example.org/NIMP/LI-IEKDJD373025","https://identifiers.org/brain-bican/vocab/concentration_nm","124.5595"
"http://example.org/NIMP/LI-ZFDHNN554194","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-TT-B5"
"http://example.org/NIMP/LI-DCQNMI508509","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-E7"
"http://example.org/NIMP/LI-MEEEEG139520","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-USUSYW283028","https://identifiers.org/brain-bican/vocab/concentration_nm","196.6977"
"http://example.org/NIMP/LI-FGHFLL989484","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-SUOLNK351148","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-SRSYVV463556","https://identifiers.org/brain-bican/vocab/concentration_nm","48.42068"
"http://example.org/NIMP/LI-HJIHEG428536","https://identifiers.org/brain-bican/vocab/r1_r2_index","SI-NA-B6"
"http://example.org/NIMP/LI-RNJKQR868074","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-ELCEDZ981216","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-CUCXWV384196","https://w3id.org/biolink/vocab/category","bican:Library"
"http://example.org/NIMP/LI-WABUBC618975","http://www.w3.org/2000/01/rdf-schema#label","L8XA_240402_01_E03"
"http://example.org/NIMP/LI-CSVYTY803831","https://identifiers.org/brain-bican/vocab/quantity_fmol","3153.214"
"http://example.org/NIMP/LI-HBDTWY859249","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-SVXWXU204406"
"http://example.org/NIMP/LI-PPKKLQ592579","https://identifiers.org/brain-bican/vocab/pass_fail_result","Pass"
"http://example.org/NIMP/LI-IHGBBF966679","http://www.w3.org/ns/prov#wasDerivedFrom","file:///Users/tekrajchhetri/Documents/rapid_release/new_la_data/AC-UYXUVJ872267"
"http://example.org/NIMP/LI-PVQPRB314927","https://identifiers.org/brain-bican/vocab/average_size_bp","643"
